"key","label_ko","status","molecules","source","scope_or_reason"
"Other|Chemical|Chemical","화학적","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Medicinal","약품향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Rubber","고무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Petroleum","석유","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Plastic","플라스틱","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Tar","타르","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Chemical|Solvent","용제","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Soil","흙","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Wet Earth","젖은 흙","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Dry Earth","마른 흙","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Mushroom","버섯","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Shiitake","표고버섯","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Porcini","포르치니","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Forest Floor","숲바닥","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Moss","이끼","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Earthy|Truffle","트러플","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Oak","오크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|French Oak","프렌치 오크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|American Oak","아메리칸 오크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Cedar","삼나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Pine","소나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Sandalwood","백단향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Maple","단풍나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Bamboo","대나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Cypress","사이프러스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Eucalyptus","유칼립투스","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Teak","티크","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Mahogany","마호가니","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Woody|Birch","자작나무","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Animal|Leather","가죽","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Animal|Suede","스웨이드","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Animal|Musk","사향","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Animal|Honey Comb","벌집","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Animal|Beeswax","밀랍","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Mineral","미네랄","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Wet Stone","젖은 돌","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Chalk","분필","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Limestone","석회암","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Salt","소금","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Sea Salt","바다소금","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
"Other|Mineral|Sulfur","황","pending","","","이 세부 대상의 주요 향기분자를 뒷받침하는 원문 연결이 아직 완료되지 않았습니다. 가공 상태·품종·제품 범위를 확인한 뒤 추가합니다."
